annotator	bunch	filename	mark	label	offset1	offset2	span
y	10	es-S0365-66912011000600006-1.ann	T5	MORFOLOGIA_NEOPLASIA	1615	1624	carcinoma
y	10	es-S0365-66912011000600006-1.ann	T8	MORFOLOGIA_NEOPLASIA	1189	1198	carcinoma
y	10	es-S0365-66912011000600006-1.ann	T34	MORFOLOGIA_NEOPLASIA	1948	1958	metástasis
y	10	es-S0376-78922009000100014-1.ann	T4	MORFOLOGIA_NEOPLASIA	3616	3643	siringoma condroide maligno
y	10	es-S0376-78922009000100014-1.ann	T6	MORFOLOGIA_NEOPLASIA	1488	1495	sarcoma
y	10	es-S0376-78922009000100014-1.ann	T7	MORFOLOGIA_NEOPLASIA	1461	1486	fibrohistiocitoma maligno
y	10	es-S0376-78922009000100014-1.ann	T20	MORFOLOGIA_NEOPLASIA	1448	1455	tumores
y	10	es-S0376-78922012000100001-1.ann	T10	MORFOLOGIA_NEOPLASIA	859	868	carcinoma
y	10	es-S0376-78922012000100001-1.ann	T13	MORFOLOGIA_NEOPLASIA	48	76	carcinoma ductal infiltrante
y	10	es-S0376-78922012000100001-1.ann	T23	MORFOLOGIA_NEOPLASIA	48	64	carcinoma ductal
y	10	es-S0376-78922012000100001-1.ann	T29	MORFOLOGIA_NEOPLASIA	48	57	carcinoma
y	10	es-S0376-78922008000400007-1.ann	T9	MORFOLOGIA_NEOPLASIA	562	574	fibroadenoma
y	10	es-S0376-78922008000400007-1.ann	T11	MORFOLOGIA_NEOPLASIA	310	316	cáncer
y	10	es-S0376-78922008000400007-1.ann	T14	MORFOLOGIA_NEOPLASIA	118	130	fibroadenoma
y	10	es-S0376-78922008000400007-1.ann	T15	MORFOLOGIA_NEOPLASIA	57	63	cáncer
y	10	es-S0365-66912012001100004-5.ann	T3	MORFOLOGIA_NEOPLASIA	57	73	hemangioblastoma
y	10	es-S0365-66912011000700004-1.ann	T5	MORFOLOGIA_NEOPLASIA	943	960	hemangioblastomas
y	10	es-S0365-66912011000700004-1.ann	T9	MORFOLOGIA_NEOPLASIA	736	748	hipernefroma
y	10	es-S0365-66912012000300005-1.ann	T3	MORFOLOGIA_NEOPLASIA	1573	1582	carcinoma
y	10	es-S0376-78922012000200008-1.ann	T7	MORFOLOGIA_NEOPLASIA	125	153	carcinoma ductal infiltrante
y	10	es-S0376-78922012000200008-1.ann	T13	MORFOLOGIA_NEOPLASIA	125	141	carcinoma ductal
y	10	es-S0376-78922012000200008-1.ann	T14	MORFOLOGIA_NEOPLASIA	1934	1941	tumores
y	10	es-S0376-78922012000200008-1.ann	T15	MORFOLOGIA_NEOPLASIA	220	230	metástasis
y	10	es-S0376-78922012000200008-1.ann	T16	MORFOLOGIA_NEOPLASIA	125	134	carcinoma
y	9	es-S0365-66912007001200013-1.ann	T1	MORFOLOGIA_NEOPLASIA	2468	2489	carcinoma microcítico
y	9	es-S0365-66912007001200013-1.ann	T4	MORFOLOGIA_NEOPLASIA	2392	2413	carcinoma microcítico
y	9	es-S0365-66912007001200013-1.ann	T6	MORFOLOGIA_NEOPLASIA	2255	2276	carcinoma microcítico
y	9	es-S0365-66912007001200013-1.ann	T22	MORFOLOGIA_NEOPLASIA	311	320	neoplasia
y	9	es-S0365-66912007001200013-1.ann	T29	MORFOLOGIA_NEOPLASIA	2255	2264	carcinoma
y	9	es-S0365-66912007001200013-1.ann	T30	MORFOLOGIA_NEOPLASIA	2392	2401	carcinoma
y	9	es-S0365-66912007001200013-1.ann	T31	MORFOLOGIA_NEOPLASIA	2468	2477	carcinoma
y	9	es-S0365-66912007000900010-1.ann	T6	MORFOLOGIA_NEOPLASIA	110	118	melanoma
y	9	es-S0365-66912007000900010-1.ann	T7	MORFOLOGIA_NEOPLASIA	110	118	melanoma
y	9	es-S0365-66912009001100005-3.ann	T1	MORFOLOGIA_NEOPLASIA	816	823	gliomas
y	9	es-S0365-66912009001100005-3.ann	T3	MORFOLOGIA_NEOPLASIA	531	548	neurofibromatosis
y	9	es-S0365-66912009001100005-3.ann	T5	MORFOLOGIA_NEOPLASIA	433	439	glioma
y	9	es-S0365-66912009001100005-3.ann	T8	MORFOLOGIA_NEOPLASIA	75	92	neurofibromatosis
y	9	es-S0365-66912010000600004-1.ann	T1	MORFOLOGIA_NEOPLASIA	1863	1878	quiste dermoide
y	9	es-S0365-66912010000200005-1.ann	T2	MORFOLOGIA_NEOPLASIA	420	437	carcinoma sebáceo
y	9	es-S0365-66912010000200005-1.ann	T13	MORFOLOGIA_NEOPLASIA	420	429	carcinoma
y	9	es-S0365-66912007000900011-1.ann	T6	MORFOLOGIA_NEOPLASIA	1506	1519	subependimoma
y	9	es-S0365-66912007000900011-1.ann	T8	MORFOLOGIA_NEOPLASIA	1458	1471	subependimoma
y	9	es-S0365-66912006001200010-1.ann	T18	MORFOLOGIA_NEOPLASIA	45	54	neoplasia
y	9	es-S0365-66912007000900009-1.ann	T2	MORFOLOGIA_NEOPLASIA	2227	2234	linfoma
y	9	es-S0365-66912007000900009-1.ann	T4	MORFOLOGIA_NEOPLASIA	1713	1757	linfoma no Hodgkin B difuso de célula grande
y	9	es-S0365-66912007000900009-1.ann	T6	MORFOLOGIA_NEOPLASIA	1636	1669	linfoma B difuso de célula grande
y	9	es-S0365-66912007000900009-1.ann	T30	MORFOLOGIA_NEOPLASIA	1713	1720	linfoma
y	9	es-S0365-66912007000900009-1.ann	T31	MORFOLOGIA_NEOPLASIA	1636	1643	linfoma
y	9	es-S0365-66912007000200010-1.ann	T11	MORFOLOGIA_NEOPLASIA	160	167	higroma
y	9	es-S0365-66912008000700011-1.ann	T3	MORFOLOGIA_NEOPLASIA	641	658	carcinoma sebáceo
y	9	es-S0365-66912008000700011-1.ann	T12	MORFOLOGIA_NEOPLASIA	945	955	metástasis
y	9	es-S0365-66912008000700011-1.ann	T15	MORFOLOGIA_NEOPLASIA	641	650	carcinoma
y	3	es-S0210-48062005000500016-1.ann	T16	MORFOLOGIA_NEOPLASIA	202	230	carcinoma de células renales
y	3	es-S0210-48062005000500016-1.ann	T29	MORFOLOGIA_NEOPLASIA	202	211	carcinoma
y	3	es-S0004-06142010000100015-1.ann	T7	MORFOLOGIA_NEOPLASIA	902	933	Linfoma no Hodgkin T periférico
y	3	es-S0004-06142010000100015-1.ann	T8	MORFOLOGIA_NEOPLASIA	554	571	neoplasia maligna
y	3	es-S0210-48062006000900012-2.ann	T16	MORFOLOGIA_NEOPLASIA	274	279	tumor
y	3	es-S0210-48062003001000009-1.ann	T29	MORFOLOGIA_NEOPLASIA	659	665	cáncer
y	3	es-S0210-48062004000400012-1.ann	T3	MORFOLOGIA_NEOPLASIA	3010	3031	cistoadenoma mucinoso
y	3	es-S0210-48062004000400012-1.ann	T7	MORFOLOGIA_NEOPLASIA	628	639	adenomatosa
y	3	es-S0210-48062004000400012-1.ann	T23	MORFOLOGIA_NEOPLASIA	3499	3522	pseudomixoma peritoneal
y	3	es-S0210-48062004000400012-1.ann	T25	MORFOLOGIA_NEOPLASIA	3010	3022	cistoadenoma
y	3	es-S0210-48062006000200017-1.ann	T15	MORFOLOGIA_NEOPLASIA	989	1003	adenocarcinoma
y	3	es-S0210-48062006000200017-1.ann	T19	MORFOLOGIA_NEOPLASIA	2685	2697	pseudomixoma
y	3	es-S0210-48062006000200017-1.ann	T21	MORFOLOGIA_NEOPLASIA	2685	2708	pseudomixoma peritoneal
y	3	es-S0210-48062006000200017-1.ann	T26	MORFOLOGIA_NEOPLASIA	2548	2571	adenocarcinoma mucinoso
y	3	es-S0210-48062006000200017-1.ann	T28	MORFOLOGIA_NEOPLASIA	2112	2126	adenocarcinoma
y	3	es-S0210-48062006000200017-1.ann	T43	MORFOLOGIA_NEOPLASIA	2548	2562	adenocarcinoma
y	3	es-S0210-48062004000400008-1.ann	T2	MORFOLOGIA_NEOPLASIA	77	95	pólipo adenomatoso
y	3	es-S0210-48062004000400008-1.ann	T5	MORFOLOGIA_NEOPLASIA	878	890	hipernefroma
y	3	es-S0210-48062004000400008-1.ann	T8	MORFOLOGIA_NEOPLASIA	844	854	metástasis
y	3	es-S0210-48062004000400008-1.ann	T14	MORFOLOGIA_NEOPLASIA	658	670	hipernefroma
y	3	es-S0210-48062004000400008-1.ann	T18	MORFOLOGIA_NEOPLASIA	1379	1389	metástasis
y	3	es-S0210-48062004000400008-1.ann	T20	MORFOLOGIA_NEOPLASIA	1991	2033	metástasis por carcinoma de células claras
y	3	es-S0210-48062004000400008-1.ann	T39	MORFOLOGIA_NEOPLASIA	2006	2033	carcinoma de células claras
y	3	es-S0210-48062004000200011-1.ann	T2	MORFOLOGIA_NEOPLASIA	1715	1720	tumor
y	3	es-S0210-48062004000200011-1.ann	T15	MORFOLOGIA_NEOPLASIA	2213	2220	linfoma
y	3	es-S0210-48062004000200011-1.ann	T16	MORFOLOGIA_NEOPLASIA	2725	2732	linfoma
y	3	es-S0210-48062004000200011-1.ann	T32	MORFOLOGIA_NEOPLASIA	2070	2105	linfoma difuso B de células grandes
y	3	es-S0210-48062004000200011-1.ann	T35	MORFOLOGIA_NEOPLASIA	1837	1842	tumor
y	3	es-S0210-48062005000700015-1.ann	T3	MORFOLOGIA_NEOPLASIA	1337	1359	carcinoma transicional
y	3	es-S0210-48062005000700015-1.ann	T5	MORFOLOGIA_NEOPLASIA	678	700	carcinoma transicional
y	3	es-S0210-48062005000700015-1.ann	T14	MORFOLOGIA_NEOPLASIA	443	455	neoformación
y	3	es-S0210-48062005000700015-1.ann	T17	MORFOLOGIA_NEOPLASIA	624	636	neoformación
y	3	es-S0210-48062005000700015-1.ann	T18	MORFOLOGIA_NEOPLASIA	678	687	carcinoma
y	3	es-S0210-48062005000700015-1.ann	T19	MORFOLOGIA_NEOPLASIA	1337	1346	carcinoma
y	3	es-S0210-48062005000700015-1.ann	T22	MORFOLOGIA_NEOPLASIA	3126	3135	neoplasia
y	3	es-S0210-48062004000500008-1.ann	T1	MORFOLOGIA_NEOPLASIA	2156	2181	leucemia mieloide crónica
y	3	es-S0210-48062004000500008-1.ann	T3	MORFOLOGIA_NEOPLASIA	2068	2095	síndrome mieloproliferativo
y	3	es-S0210-48062004000500008-1.ann	T12	MORFOLOGIA_NEOPLASIA	2423	2448	leucemia mieloide crónica
y	3	es-S0210-48062005000100016-1.ann	T19	MORFOLOGIA_NEOPLASIA	4088	4114	adenocarcinoma microacinar
y	3	es-S0210-48062005000100016-1.ann	T20	MORFOLOGIA_NEOPLASIA	160	177	neoplasia maligna
y	3	es-S0210-48062004000300007-1.ann	T3	MORFOLOGIA_NEOPLASIA	2659	2664	tumor
y	3	es-S0210-48062004000500009-1.ann	T8	MORFOLOGIA_NEOPLASIA	339	346	adenoma
y	3	es-S0210-48062003000800013-1.ann	T17	MORFOLOGIA_NEOPLASIA	3260	3265	tumor
y	3	es-S0210-48062003000800013-1.ann	T18	MORFOLOGIA_NEOPLASIA	3164	3182	tumoración maligna
y	3	es-S0210-48062003000800013-1.ann	T19	MORFOLOGIA_NEOPLASIA	1824	1837	tumor maligno
y	3	es-S0210-48062003000800013-1.ann	T30	MORFOLOGIA_NEOPLASIA	2563	2586	metástasis de carcinoma
y	3	es-S0210-48062006000300016-1.ann	T17	MORFOLOGIA_NEOPLASIA	4258	4285	Carcinoma urotelial papilar
y	3	es-S0210-48062006000300016-1.ann	T18	MORFOLOGIA_NEOPLASIA	3573	3600	carcinoma urotelial papilar
y	3	es-S0210-48062006000300016-1.ann	T31	MORFOLOGIA_NEOPLASIA	3573	3592	carcinoma urotelial
y	3	es-S0210-48062006000300016-1.ann	T32	MORFOLOGIA_NEOPLASIA	4258	4277	Carcinoma urotelial
y	3	es-S0210-48062006000300016-1.ann	T36	MORFOLOGIA_NEOPLASIA	3502	3509	tumores
y	3	es-S0210-48062006000300016-1.ann	T39	MORFOLOGIA_NEOPLASIA	3573	3582	carcinoma
y	3	es-S0210-48062006000300016-1.ann	T40	MORFOLOGIA_NEOPLASIA	3980	3985	tumor
y	3	es-S0210-48062006000300016-1.ann	T41	MORFOLOGIA_NEOPLASIA	4258	4267	Carcinoma
y	3	es-S0210-48062004000400007-1.ann	T2	MORFOLOGIA_NEOPLASIA	975	985	oncocitoma
y	3	es-S0210-48062004000400007-1.ann	T12	MORFOLOGIA_NEOPLASIA	2365	2380	micrometástasis
y	3	es-S0210-48062004000400007-1.ann	T21	MORFOLOGIA_NEOPLASIA	1492	1497	tumor
y	3	es-S0210-48062004000400007-1.ann	T24	MORFOLOGIA_NEOPLASIA	1339	1371	adenocarcinoma de células claras
y	3	es-S0210-48062004000400007-1.ann	T26	MORFOLOGIA_NEOPLASIA	1204	1218	adenocarcinoma
y	3	es-S0210-48062004000400007-1.ann	T3	MORFOLOGIA_NEOPLASIA	1328	1333	tumor
y	3	es-S0210-48062004000300006-1.ann	T5	MORFOLOGIA_NEOPLASIA	1019	1026	Tumores
y	3	es-S0210-48062004000300006-1.ann	T11	MORFOLOGIA_NEOPLASIA	938	945	Tumores
y	3	es-S0210-48062004000300006-1.ann	T13	MORFOLOGIA_NEOPLASIA	414	431	fibroadenomatosas
y	3	es-S0210-48062004000300006-1.ann	T19	MORFOLOGIA_NEOPLASIA	2344	2367	liposarcoma pleomórfico
y	3	es-S0210-48062004000300006-1.ann	T20	MORFOLOGIA_NEOPLASIA	1001	1008	Tumores
y	3	es-S0210-48062004000300006-1.ann	T21	MORFOLOGIA_NEOPLASIA	977	984	Tumores
y	3	es-S0210-48062004000300006-1.ann	T25	MORFOLOGIA_NEOPLASIA	2344	2355	liposarcoma
y	3	es-S0210-48062004000300006-1.ann	T1	MORFOLOGIA_NEOPLASIA	1436	1441	tumor
y	3	es-S0210-48062003000900013-1.ann	T6	MORFOLOGIA_NEOPLASIA	492	506	adenocarcinoma
y	3	es-S0210-48062003000900013-1.ann	T14	MORFOLOGIA_NEOPLASIA	2362	2376	adenocarcinoma
y	3	es-S0210-48062005001000013-1.ann	T3	MORFOLOGIA_NEOPLASIA	1890	1902	fibroadenoma
y	3	es-S0210-48062005001000013-1.ann	T16	MORFOLOGIA_NEOPLASIA	3852	3875	tumor fibroso solitario
y	3	es-S0210-48062005001000013-1.ann	T28	MORFOLOGIA_NEOPLASIA	2067	2072	tumor
y	3	es-S0210-48062005001000013-1.ann	T29	MORFOLOGIA_NEOPLASIA	2202	2207	tumor
y	3	es-S0210-48062005001000013-1.ann	T32	MORFOLOGIA_NEOPLASIA	2628	2633	tumor
y	3	es-S0210-48062005001000013-1.ann	T33	MORFOLOGIA_NEOPLASIA	2628	2651	tumor epitelial maligno
y	3	es-S0210-48062005001000013-1.ann	T35	MORFOLOGIA_NEOPLASIA	3852	3857	tumor
y	3	es-S0210-48062004000500011-1.ann	T2	MORFOLOGIA_NEOPLASIA	970	977	mieloma
y	3	es-S0210-48062004000500011-1.ann	T4	MORFOLOGIA_NEOPLASIA	918	939	gammapatía monoclonal
y	3	es-S0210-48062004000500011-1.ann	T7	MORFOLOGIA_NEOPLASIA	656	677	gammapatía monoclonal
y	3	es-S0210-48062004000500011-1.ann	T21	MORFOLOGIA_NEOPLASIA	1130	1135	tumor
y	3	es-S0210-48062003000900009-1.ann	T2	MORFOLOGIA_NEOPLASIA	665	702	carcinoma de células renales quístico
y	3	es-S0210-48062003000900009-1.ann	T3	MORFOLOGIA_NEOPLASIA	611	640	nefroma multilocular quístico
y	3	es-S0210-48062003000900009-1.ann	T12	MORFOLOGIA_NEOPLASIA	1075	1104	Nefroma quístico multilocular
y	3	es-S0210-48062006000200018-1.ann	T1	MORFOLOGIA_NEOPLASIA	620	629	neoplasia
y	3	es-S0210-48062006000200018-1.ann	T14	MORFOLOGIA_NEOPLASIA	1107	1112	tumor
y	3	es-S0210-48062006000400012-1.ann	T15	MORFOLOGIA_NEOPLASIA	3600	3609	neoplasia
y	3	es-S0004-06142010000300011-1.ann	T7	MORFOLOGIA_NEOPLASIA	107	130	adenocarcinoma mucinoso
y	3	es-S0004-06142010000300011-1.ann	T8	MORFOLOGIA_NEOPLASIA	133	167	carcinoide de células caliciformes
y	3	es-S0004-06142010000300011-1.ann	T10	MORFOLOGIA_NEOPLASIA	86	95	neoplasia
y	3	es-S0004-06142010000300011-1.ann	T13	MORFOLOGIA_NEOPLASIA	1570	1593	adenocarcinoma mucinoso
y	3	es-S0004-06142010000300011-1.ann	T6	MORFOLOGIA_NEOPLASIA	1731	1740	neoplasia
y	3	es-S0210-48062006000300014-1.ann	T32	MORFOLOGIA_NEOPLASIA	1267	1289	carcinoma transicional
y	3	es-S0210-48062006000300014-1.ann	T33	MORFOLOGIA_NEOPLASIA	971	980	neoplasia
y	3	es-S0210-48062006000300014-1.ann	T35	MORFOLOGIA_NEOPLASIA	3125	3130	tumor
y	3	es-S0210-48062006000300014-1.ann	T39	MORFOLOGIA_NEOPLASIA	810	815	tumor
y	3	es-S0210-48062006000300014-1.ann	T43	MORFOLOGIA_NEOPLASIA	3098	3120	carcinoma transicional
y	3	es-S0210-48062006000300014-1.ann	T47	MORFOLOGIA_NEOPLASIA	3573	3580	tumores
y	3	es-S0210-48062006000300014-1.ann	T50	MORFOLOGIA_NEOPLASIA	2478	2489	metastásica
y	3	es-S0210-48062006000300014-1.ann	T51	MORFOLOGIA_NEOPLASIA	4820	4831	metastásica
y	3	es-S0210-48062006000300014-1.ann	T56	MORFOLOGIA_NEOPLASIA	1142	1151	neoplasia
y	3	es-S0210-48062006000300014-1.ann	T57	MORFOLOGIA_NEOPLASIA	1267	1276	carcinoma
y	3	es-S0210-48062006000300014-1.ann	T58	MORFOLOGIA_NEOPLASIA	1342	1347	tumor
y	3	es-S0210-48062006000300014-1.ann	T60	MORFOLOGIA_NEOPLASIA	2852	2857	tumor
y	3	es-S0210-48062006000300014-1.ann	T61	MORFOLOGIA_NEOPLASIA	2918	2927	carcinoma
y	3	es-S0210-48062006000300014-1.ann	T62	MORFOLOGIA_NEOPLASIA	3098	3107	carcinoma
y	3	es-S0210-48062006000300014-1.ann	T65	MORFOLOGIA_NEOPLASIA	4836	4841	tumor
y	3	es-S0210-48062006000300014-1.ann	T67	MORFOLOGIA_NEOPLASIA	5077	5082	tumor
y	3	es-S0210-48062006000900012-1.ann	T2	MORFOLOGIA_NEOPLASIA	229	246	carcinoma in situ
y	3	es-S0210-48062006000900012-1.ann	T7	MORFOLOGIA_NEOPLASIA	70	105	carcinoma de células transicionales
y	3	es-S0210-48062006000900012-1.ann	T12	MORFOLOGIA_NEOPLASIA	70	79	carcinoma
y	3	es-S0210-48062006000900012-1.ann	T13	MORFOLOGIA_NEOPLASIA	229	238	carcinoma
y	3	es-S0210-48062004000800009-1.ann	T20	MORFOLOGIA_NEOPLASIA	1467	1494	carcinoma de células claras
y	3	es-S0210-48062005000400012-1.ann	T5	MORFOLOGIA_NEOPLASIA	1206	1228	adenocarcinoma mucoide
y	3	es-S0210-48062005000400012-1.ann	T7	MORFOLOGIA_NEOPLASIA	1264	1281	carcinoma in situ
y	3	es-S0210-48062005000400012-1.ann	T19	MORFOLOGIA_NEOPLASIA	1032	1049	lesión neoplásica
y	3	es-S0210-48062005000400012-1.ann	T25	MORFOLOGIA_NEOPLASIA	2334	2356	carcinoma micropapilar
y	3	es-S0210-48062005000400012-1.ann	T33	MORFOLOGIA_NEOPLASIA	2183	2192	carcinoma
y	3	es-S0210-48062005000400012-1.ann	T36	MORFOLOGIA_NEOPLASIA	2038	2054	carcinoma seroso
y	3	es-S0210-48062005000400012-1.ann	T51	MORFOLOGIA_NEOPLASIA	1039	1049	neoplásica
y	3	es-S0210-48062005000400012-1.ann	T52	MORFOLOGIA_NEOPLASIA	1101	1110	carcinoma
y	3	es-S0210-48062005000400012-1.ann	T53	MORFOLOGIA_NEOPLASIA	1206	1220	adenocarcinoma
y	3	es-S0210-48062005000400012-1.ann	T54	MORFOLOGIA_NEOPLASIA	1264	1273	carcinoma
y	3	es-S0210-48062005000400012-1.ann	T55	MORFOLOGIA_NEOPLASIA	2038	2047	carcinoma
y	3	es-S0210-48062005000400012-1.ann	T56	MORFOLOGIA_NEOPLASIA	2334	2343	carcinoma
y	14	es-S1130-05582008000200006-1.ann	T1	MORFOLOGIA_NEOPLASIA	2600	2620	fibroma desmoplásico
y	14	es-S1130-05582008000200006-1.ann	T2	MORFOLOGIA_NEOPLASIA	1782	1790	fibromas
y	14	es-S1130-05582008000200006-1.ann	T3	MORFOLOGIA_NEOPLASIA	1567	1587	granuloma eosinófilo
y	14	es-S1130-05582008000200006-1.ann	T5	MORFOLOGIA_NEOPLASIA	1546	1556	hemangioma
y	14	es-S1130-05582008000200006-1.ann	T6	MORFOLOGIA_NEOPLASIA	1523	1544	fibroma condromixoide
y	14	es-S1130-05582008000200006-1.ann	T7	MORFOLOGIA_NEOPLASIA	1480	1499	mixoma odontogénico
y	14	es-S1130-05582008000200006-1.ann	T9	MORFOLOGIA_NEOPLASIA	353	367	angiomiolipoma
y	14	es-S1130-05582008000200006-1.ann	T10	MORFOLOGIA_NEOPLASIA	1465	1478	ameloblastoma
y	14	es-S1130-05582008000200006-1.ann	T27	MORFOLOGIA_NEOPLASIA	1523	1530	fibroma
y	14	es-S1130-05582008000200006-1.ann	T28	MORFOLOGIA_NEOPLASIA	2600	2607	fibroma
y	14	es-S1130-05582008000200006-1.ann	T30	MORFOLOGIA_NEOPLASIA	431	438	adenoma
y	14	es-S1130-05582014000400008-1.ann	T2	MORFOLOGIA_NEOPLASIA	1943	1961	hemangioma capilar
y	14	es-S1130-05582014000400008-1.ann	T4	MORFOLOGIA_NEOPLASIA	1575	1580	tumor
y	14	es-S1130-05582014000400008-1.ann	T5	MORFOLOGIA_NEOPLASIA	1324	1329	tumor
y	14	es-S1130-05582015000300007-1.ann	T2	MORFOLOGIA_NEOPLASIA	2278	2295	neoplasia benigna
y	14	es-S1130-05582015000300007-1.ann	T3	MORFOLOGIA_NEOPLASIA	939	945	lipoma
y	14	es-S1130-05582015000300007-1.ann	T10	MORFOLOGIA_NEOPLASIA	2278	2287	neoplasia
y	14	es-S1130-05582013000200006-1.ann	T3	MORFOLOGIA_NEOPLASIA	1528	1569	metástasis de carcinoma de células claras
y	14	es-S1130-05582013000200006-1.ann	T4	MORFOLOGIA_NEOPLASIA	1542	1569	carcinoma de células claras
y	14	es-S1130-05582013000200006-1.ann	T5	MORFOLOGIA_NEOPLASIA	1528	1551	metástasis de carcinoma
y	14	es-S1130-05582013000200006-1.ann	T9	MORFOLOGIA_NEOPLASIA	761	770	carcinoma
y	14	es-S1130-05582013000200006-1.ann	T11	MORFOLOGIA_NEOPLASIA	747	770	metástasis de carcinoma
y	14	es-S1130-05582013000200006-1.ann	T16	MORFOLOGIA_NEOPLASIA	326	336	metástasis
y	14	es-S1130-05582013000200006-1.ann	T18	MORFOLOGIA_NEOPLASIA	254	263	carcinoma
y	14	es-S1130-05582013000200006-1.ann	T20	MORFOLOGIA_NEOPLASIA	210	219	carcinoma
y	14	es-S1130-05582013000200006-1.ann	T31	MORFOLOGIA_NEOPLASIA	1285	1292	tumores
y	14	es-S1130-05582013000200006-1.ann	T32	MORFOLOGIA_NEOPLASIA	371	382	metastásica
y	14	es-S1130-05582013000200006-1.ann	T33	MORFOLOGIA_NEOPLASIA	1068	1079	metastásica
y	14	es-S1130-05582013000200006-1.ann	T34	MORFOLOGIA_NEOPLASIA	747	757	metástasis
y	14	es-S1130-05582013000200006-1.ann	T35	MORFOLOGIA_NEOPLASIA	1528	1538	metástasis
y	14	es-S1130-05582013000200006-1.ann	T37	MORFOLOGIA_NEOPLASIA	1542	1551	carcinoma
y	14	es-S1130-05582013000200006-1.ann	T6	MORFOLOGIA_NEOPLASIA	1225	1236	metastásico
y	14	es-S1130-05582009000400004-1.ann	T1	MORFOLOGIA_NEOPLASIA	1129	1134	tumor
y	14	es-S1130-05582009000400004-1.ann	T3	MORFOLOGIA_NEOPLASIA	856	874	fibroma osificante
y	14	es-S1130-05582009000400004-1.ann	T4	MORFOLOGIA_NEOPLASIA	712	730	fibroma osificante
y	14	es-S1130-05582009000400004-1.ann	T8	MORFOLOGIA_NEOPLASIA	712	719	fibroma
y	14	es-S1130-05582009000400004-1.ann	T9	MORFOLOGIA_NEOPLASIA	856	863	fibroma
y	14	es-S1130-05582009000400004-1.ann	T10	MORFOLOGIA_NEOPLASIA	1001	1013	neoformación
y	14	es-S1130-05582014000300006-1.ann	T1	MORFOLOGIA_NEOPLASIA	1515	1520	tumor
y	14	es-S1130-05582014000300006-1.ann	T4	MORFOLOGIA_NEOPLASIA	591	618	carcinoma adenoide quístico
y	14	es-S1130-05582014000300006-1.ann	T5	MORFOLOGIA_NEOPLASIA	270	297	carcinoma adenoide quístico
y	14	es-S1130-05582014000300006-1.ann	T6	MORFOLOGIA_NEOPLASIA	152	178	adenoma de células basales
y	14	es-S1130-05582014000300006-1.ann	T9	MORFOLOGIA_NEOPLASIA	270	279	carcinoma
y	14	es-S1130-05582014000300006-1.ann	T10	MORFOLOGIA_NEOPLASIA	591	600	carcinoma
y	14	es-S1130-05582014000300006-1.ann	T12	MORFOLOGIA_NEOPLASIA	152	159	adenoma
y	14	es-S1130-05582012000300006-1.ann	T1	MORFOLOGIA_NEOPLASIA	2478	2483	tumor
y	14	es-S1130-05582011000200005-1.ann	T1	MORFOLOGIA_NEOPLASIA	1712	1745	paraganglioma de cuerpo carotídeo
y	14	es-S1130-05582011000200005-1.ann	T4	MORFOLOGIA_NEOPLASIA	914	947	paraganglioma de cuerpo carotídeo
y	14	es-S1130-05582011000200005-1.ann	T7	MORFOLOGIA_NEOPLASIA	77	110	paraganglioma de cuerpo carotídeo
y	14	es-S1130-05582013000200007-1.ann	T1	MORFOLOGIA_NEOPLASIA	2388	2391	FOA
y	14	es-S1130-05582013000400006-1.ann	T2	MORFOLOGIA_NEOPLASIA	1724	1734	hemangioma
y	14	es-S1130-05582012000300005-1.ann	T1	MORFOLOGIA_NEOPLASIA	1715	1721	lipoma
y	14	es-S1130-05582012000300005-1.ann	T3	MORFOLOGIA_NEOPLASIA	1054	1060	lipoma
y	14	es-S1130-05582010000200004-1.ann	T5	MORFOLOGIA_NEOPLASIA	175	196	carcinoma epidermoide
y	14	es-S1130-05582010000200004-1.ann	T16	MORFOLOGIA_NEOPLASIA	175	184	carcinoma
y	14	es-S1130-05582014000200008-1.ann	T2	MORFOLOGIA_NEOPLASIA	3334	3344	metástasis
y	14	es-S1130-05582014000200008-1.ann	T4	MORFOLOGIA_NEOPLASIA	3108	3138	carcinoma de células escamosas
y	14	es-S1130-05582014000200008-1.ann	T5	MORFOLOGIA_NEOPLASIA	1462	1480	tumor odontogénico
y	14	es-S1130-05582014000200008-1.ann	T19	MORFOLOGIA_NEOPLASIA	3358	3365	tumores
y	14	es-S1130-05582014000200008-1.ann	T20	MORFOLOGIA_NEOPLASIA	3108	3117	carcinoma
y	14	es-S1130-05582015000100008-1.ann	T1	MORFOLOGIA_NEOPLASIA	3885	3906	enfermedad neoplásica
y	14	es-S1130-05582015000100008-1.ann	T3	MORFOLOGIA_NEOPLASIA	3254	3256	LB
y	14	es-S1130-05582015000400010-1.ann	T1	MORFOLOGIA_NEOPLASIA	2856	2866	metástasis
y	14	es-S1130-05582015000400010-1.ann	T3	MORFOLOGIA_NEOPLASIA	2399	2421	carcinoma mioepitelial
y	14	es-S1130-05582015000400010-1.ann	T4	MORFOLOGIA_NEOPLASIA	2193	2198	tumor
y	14	es-S1130-05582015000400010-1.ann	T7	MORFOLOGIA_NEOPLASIA	846	855	carcinoma
y	14	es-S1130-05582015000400010-1.ann	T21	MORFOLOGIA_NEOPLASIA	2399	2408	carcinoma
y	14	es-S1130-05582015000100004-1.ann	T1	MORFOLOGIA_NEOPLASIA	1794	1801	fibroma
